method,golden_example_id,rank,usefulness,actionability,reason
dense,97,1,2,1,addresses the same underlying issue of delayed deliveries and provides a similar support workflow.
dense,97,2,1,0,partially related as it mentions delayed delivery but does not provide a concrete action.
dense,97,3,0,0,not directly related as it does not mention the specific seller causing delays.
dense,97,4,1,1,addresses a similar circumstance of delayed delivery and provides a concrete action (contacting the transport company).
dense,97,5,2,1,addresses the same underlying issue of delayed deliveries and provides a similar support workflow.
dense,98,1,2,1,addresses the same issue of not being able to contact customer care
dense,98,2,1,0,"partially related, mentions difficulty in contacting customer care but does not provide a specific solution"
dense,98,3,0,0,"not useful, expresses disappointment without providing a specific issue or solution"
dense,98,4,1,0,"partially related, mentions issues with viewing orders and customer care availability but does not provide a specific solution"
dense,98,5,1,1,addresses a similar issue of not being able to contact customer care and provides a link to contact
dense,99,1,2,1,addresses the same underlying issue of order delivery status
dense,99,2,2,1,addresses a closely related circumstance of order delivery status
dense,99,3,1,0,provides some useful context but no concrete action
dense,99,4,2,1,addresses the same underlying issue of order delivery status
dense,99,5,1,0,provides some useful context but no concrete action
hybrid,1,1,1,1,Both customers reported missing packages and were advised to check for the package using provided links.
hybrid,1,2,1,0,similar circumstances of package delivery and unresolved status.
hybrid,1,3,1,0,closely related circumstance of missing delivery
hybrid,1,4,1,0,closely related circumstance of missing delivery
hybrid,1,5,1,0,closely related circumstance of missing package after delivery notification
hybrid,10,1,2,1,"Both customers reported issues with delivery confirmation and missing packages, and the historical response suggests checking a specific link for resolution."
hybrid,10,2,1,0,similar circumstance of delivery issues with Amazon's carrier
hybrid,10,3,1,1,Provides context about package delivery issues and suggests contacting Amazon via phone or chat.
hybrid,10,4,1,0,similar circumstance of delayed delivery with a shipping carrier.
hybrid,10,5,1,0,similar circumstance of not receiving a package shipped by Amazon
hybrid,100,1,0,0,"the historical customer's issue was about firmware update, not switching between multi-room audio and single device playback."
hybrid,100,2,1,0,closely related circumstance of setting up multi-room music
hybrid,100,3,0,0,"The historical customer's issue is about firmware updates, not switching between multi-room and single-room audio."
hybrid,100,4,0,0,"the historical customer's issue is about disabling another echo in a multi room group, not switching between multi room and single device playback."
hybrid,100,5,1,0,similar circumstance of managing multiple Echo devices
hybrid,101,1,1,0,"both customers express dissatisfaction with Colis Privé and mention a missing package, indicating a similar issue."
hybrid,101,2,1,0,closely related circumstance of delivery issues with a carrier
hybrid,101,3,0,0,no common issue or related circumstance.
hybrid,101,4,1,0,closely related circumstance of delivery issues with Colis Privé
hybrid,101,5,1,0,closely related circumstance of delivery issues with different carriers
hybrid,102,1,1,0,closely related circumstance of delivery to a business address
hybrid,102,2,1,0,closely related circumstance and similar frustration with delivery times
hybrid,102,3,1,0,similar circumstance of a commercial address causing delivery issues
hybrid,102,4,1,0,closely related circumstance regarding delivery times and business addresses
hybrid,102,5,1,0,similar frustration with delivery times and lack of communication.
hybrid,103,1,0,0,"the historical issue is about delivery acceptance, not about exchange options."
hybrid,103,2,0,0,the historical customer's issue is different from the current customer's issue.
hybrid,103,3,0,0,"The historical customer's inquiry is about exchange eligibility, not about the availability of the exchange option."
hybrid,103,4,1,0,similar circumstance of exchange option not being available
hybrid,103,5,0,0,no relevant information about exchange options or availability.
hybrid,104,1,1,0,closely related circumstance of checking for winner lists
hybrid,104,2,1,1,"Both customers are asking about the location of a winners list for a quiz, and the historical response provides a link to find it."
hybrid,104,3,0,0,The historical interaction is about a different quiz and does not provide relevant information about a winner list.
hybrid,104,4,1,0,similar inquiry about a contest winner list
hybrid,104,5,1,0,similar request for location of winners list
hybrid,105,1,1,0,"both customers express dissatisfaction with customer service and mention a cancelled order, indicating a similar underlying issue."
hybrid,105,2,1,0,both customers express dissatisfaction with customer service.
hybrid,105,3,1,0,"both customers express dissatisfaction with customer service, indicating a recurring issue."
hybrid,105,4,1,0,"Both customers express dissatisfaction with customer service, indicating a similar underlying issue."
hybrid,105,5,1,0,similar sentiment and request for more information
hybrid,106,1,1,0,similar circumstance of unexpected delivery service
hybrid,106,2,1,0,closely related circumstance of same-day delivery
hybrid,106,3,0,0,"the historical interaction is about delivery timing issues, not about having a dedicated delivery vehicle."
hybrid,106,4,0,0,different circumstances and no relevant issue.
hybrid,106,5,1,0,similar complaint about delivery issues and waiting for delivery
hybrid,107,1,1,0,closely related circumstance of delivery issues and potential need for refunds
hybrid,107,2,1,0,similar frustration with poor service and unresolved issue
hybrid,107,3,1,0,closely related circumstance of customer dissatisfaction and seeking resolution
hybrid,107,4,1,0,similar frustration with circular responses and a need for clarification.
hybrid,107,5,1,0,similar frustration with a refund issue and seeking clarification on the order site.
